DialogueID,Turn-N,Speaker,Talk,Talk-N,Sp-Act,Text,Mode,Topic,Polarity,Act,Key,Value
42,53,A,imp,92.0,direct,"
and confirm that address for me please ",request-decl,confirm-address,positive,punc,type,stop
43,53,A,imp,111.0,direct,"
give me the postcode first of all ",decl,address,positive,punc,type,stop
43,61,A,imp,124.0,direct,"
",request-decl,confirm-address,positive,pause,length,3s
43,61,A,imp,124.0,direct,"
",request-decl,confirm-address,positive,punc,type,stop
44,67,A,imp,147.0,direct,"
and confirm that address for me please ",request-decl,confirm-address,positive,punc,type,stop
44,103,A,imp,209.0,direct,"
show your credit card ",frag,creditcard,positive,punc,type,level
46,59,A,imp,126.0,direct,"
and confirm that address for me please ",request-decl,confirm-address,positive,punc,type,stop
47,54,B,imp,95.0,direct,"
just leave it the 19 80 ",decl,enum-departure,positive,punc,type,stop
47,137,A,imp,270.0,direct,"
",request-decl,confirm-address,positive,pause,length,2s
47,137,A,imp,270.0,direct,"
",request-decl,confirm-address,positive,punc,type,stop
47,157,A,imp,297.0,direct,"
show your credit card ",frag,creditcard,positive,punc,type,level
48,99,A,imp,164.0,direct,"
and confirm the address for me please ",request-decl,confirm-address,positive,punc,type,stop
49,133,A,imp,238.0,direct,"
",decl,,positive,pause,,
49,133,A,imp,238.0,direct,"
",decl,,positive,punc,type,stop
49,133,A,imp,239.0,direct,"
and take your letter of authorisation with you ",decl,,positive,punc,type,stop
53,109,A,imp,242.0,direct,"
show your credit card ",frag,creditcard,positive,punc,type,level
54,59,A,imp,95.0,direct,"
and confirm that address for me please ",request-decl,confirm-address,positive,punc,type,stop
56,57,A,imp,100.0,direct,"
and confirm that address for me please ",request-decl,confirm-address,positive,punc,type,stop
58,49,A,frag,94.0,direct,"
your surname is please ",request-query,name,positive,punc,type,query
58,61,A,imp,111.0,direct,"
confirm that address for me please ",request-decl,confirm-address,positive,punc,type,stop
58,63,A,frag,118.0,direct,"
and where the the statement is addressed to ",decl,address,positive,punc,type,stop
59,43,A,imp,88.0,direct,"
",request-decl,confirm-address,positive,pause,length,3s
59,43,A,imp,88.0,direct,"
",request-decl,confirm-address,positive,punc,type,stop
60,26,B,imp,47.0,direct,"
leave it open ",decl,fare-departure,positive,punc,type,stop
62,81,A,imp,154.0,direct,"
and confirm that address for me please ",request-decl,confirm-address,positive,punc,type,stop
64,73,A,imp,136.0,direct,"
and confirm that address for me ",decl,confirm-address,positive,punc,type,stop
66,15,A,imp,34.0,direct,"
call us back when you're ready ",decl,time,positive,punc,type,stop
68,47,A,frag,86.0,direct,"
remembering ",decl,,positive,punc,type,stop
68,56,B,imp,108.0,direct,"
",decl,,positive,pause,,
68,56,B,imp,108.0,direct,"
",decl,,positive,punc,type,stop
70,180,B,imp,325.0,direct,"
take a coach to from Macclesfield to Wilmslow ",frag,to-from,positive,punc,type,level
70,180,B,imp,326.0,direct,"
get on the train at 16:25 ",decl,time,positive,punc,type,stop
